epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.44936707615852356,0.7766000032424927,0.31938204169273376,0.8600000143051147
2,0.24620622396469116,0.9099500179290771,0.3120575249195099,0.8817999958992004
